Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y,Date,Time,Time_in_Seconds,Cluster
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,BAYVIEW,"ARREST, BOOKED",DWIGHT ST / BRUSSELS ST,-122.404067591181,37.7235253009012,2014-11-26,16:00:00,57600,0
RUNAWAY,RUNAWAY,Sunday,PARK,LOCATED,1200 Block of PAGE ST,-122.441393701114,37.77172731417711,2006-05-07,20:00:00,72000,1
MISSING PERSON,MISSING JUVENILE,Tuesday,BAYVIEW,LOCATED,1400 Block of PHELPS ST,-122.394438859914,37.73644389967321,2006-07-25,18:00:00,64800,0
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Tuesday,INGLESIDE,NONE,0 Block of NATICK ST,-122.431875577984,37.7341562383575,2004-10-12,11:30:00,41400,1
BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Thursday,SOUTHERN,NONE,0 Block of HERON ST,-122.4087346852,37.7745299461578,2011-12-29,06:30:00,23400,2
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Friday,SOUTHERN,NONE,200 Block of 2ND ST,-122.397911707968,37.78658161886511,2011-01-28,18:00:00,64800,3
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE,GEARY BL / 5TH AV,-122.463213126593,37.7810700704886,2013-03-05,18:30:00,66600,1
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,COLUMBUS AV / GREEN ST,-122.40901700762,37.7994880717404,2003-12-13,10:30:00,37800,2
VEHICLE THEFT,TAMPERING WITH A VEHICLE,Wednesday,NORTHERN,NONE,1300 Block of BUSH ST,-122.419486234049,37.7887480806774,2004-09-15,22:00:00,79200,3
FRAUD,IMPERSONATING PUBLIC UTILITY MEMBER,Wednesday,CENTRAL,NONE,1900 Block of TAYLOR ST,-122.414326536017,37.800515826168,2014-07-23,12:30:00,45000,3
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,NORTHERN,NONE,600 Block of GOUGH ST,-122.42346947231,37.7789716986194,2012-11-13,09:29:00,34140,2
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,SOUTHERN,NONE,700 Block of MARKET ST,-122.403919148357,37.7871160984672,2011-07-11,08:00:00,28800,2
OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Wednesday,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.407244087032,37.7865647607685,2007-07-11,15:45:00,56700,3
ASSAULT,BATTERY,Thursday,TENDERLOIN,NONE,POWELL ST / ELLIS ST,-122.407854234538,37.7854922044602,2011-10-20,02:30:00,9000,2
LIQUOR LAWS,POSSESSION OF ALCOHOL BY MINOR,Saturday,CENTRAL,NONE,400 Block of BROADWAY ST,-122.405087523335,37.7981219270604,2003-01-25,23:48:00,85680,3
SEX OFFENSES FORCIBLE,"SEXUAL ASSAULT, AGGRAVATED, OF CHILD",Monday,INGLESIDE,NONE,1400 Block of SOMERSET ST,-122.402419910628,37.7141098299563,2010-10-04,12:22:00,44520,0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE,200 Block of SANLEANDRO WY,-122.468780800289,37.732488069153,2007-08-26,00:01:00,60,1
VEHICLE THEFT,STOLEN TRUCK,Sunday,PARK,NONE,1400 Block of 7TH AV,-122.463906617523,37.7613222638054,2003-04-06,00:01:00,60,1
WARRANTS,WARRANT ARREST,Wednesday,MISSION,"ARREST, BOOKED",FOLSOM ST / 14TH ST,-122.41561633832,37.7685360123583,2013-08-21,15:50:00,57000,3
ASSAULT,THREATS AGAINST LIFE,Sunday,SOUTHERN,NONE,900 Block of HOWARD ST,-122.406508487003,37.7803313209065,2009-06-14,10:00:00,36000,2
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.409849441655,37.78327552025671,2005-02-24,19:22:00,69720,3
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,RICHMOND,NONE,300 Block of 2ND AV,-122.460136201718,37.7821534242188,2007-02-24,13:00:00,46800,1
NON-CRIMINAL,AIDED CASE,Sunday,SOUTHERN,NONE,500 Block of HOWARD ST,-122.396934740624,37.7877468463797,2006-09-24,22:00:00,79200,3
NON-CRIMINAL,LOST PROPERTY,Wednesday,SOUTHERN,NONE,400 Block of MISSION ST,-122.397091759801,37.7900661929348,2007-06-27,16:30:00,59400,3
ASSAULT,THREATS AGAINST LIFE,Saturday,PARK,NONE,500 Block of DIVISADERO ST,-122.43782276166,37.7745216483936,2006-02-25,18:00:00,64800,1
OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Friday,NORTHERN,"ARREST, BOOKED",1100 Block of POST ST,-122.420775721444,37.78677548206471,2006-06-16,07:00:00,25200,2
BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Monday,PARK,NONE,1400 Block of WALLER ST,-122.44796773714,37.768862804,2006-11-13,08:30:00,30600,1
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,SOUTHERN,"ARREST, BOOKED",STEVENSON ST / 6TH ST,-122.409696355558,37.7817540588712,2010-03-22,01:10:00,4200,2
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,TARAVAL,NONE,100 Block of BYXBEE ST,-122.469897156327,37.7170075647021,2014-09-17,08:30:00,30600,1
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE,500 Block of 5TH ST,-122.39998111123998,37.7776242389287,2014-10-28,21:15:00,76500,3
MISSING PERSON,MISSING ADULT,Monday,BAYVIEW,LOCATED,1100 Block of INGERSON AV,-122.395535873138,37.7206308058104,2009-01-05,08:30:00,30600,0
WARRANTS,WARRANT ARREST,Monday,BAYVIEW,"ARREST, BOOKED",1300 Block of PALOU AV,-122.38628498363998,37.7312896874195,2003-04-14,19:40:00,70800,0
FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Saturday,SOUTHERN,NONE,1000 Block of MARKET ST,-122.411071423064,37.7817511307229,2007-03-24,00:01:00,60,2
FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Friday,INGLESIDE,NONE,1500 Block of SUNNYDALE AV,-122.417107986993,37.7122561827524,2014-02-21,14:36:00,52560,0
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,BAYVIEW,NONE,1200 Block of REVERE AV,-122.383599364346,37.7280102316098,2009-06-08,01:50:00,6600,0
TRESPASS,TRESPASSING,Monday,NORTHERN,NONE,2500 Block of VAN NESS AV,-122.423907410647,37.799049760721296,2003-06-23,05:00:00,18000,2
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,MISSION,PSYCHOPATHIC CASE,200 Block of 13TH ST,-122.417949217834,37.769720863045706,2014-03-06,05:05:00,18300,2
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,INGLESIDE,NONE,900 Block of DUNCAN ST,-122.442155766765,37.74518509432379,2015-01-20,11:17:00,40620,1
OTHER OFFENSES,PLACING TRASH ON THE STREET,Thursday,BAYVIEW,NONE,1300 Block of DONNER AV,-122.389316142253,37.72166539149929,2011-04-07,17:00:00,61200,0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,SOUTHERN,PSYCHOPATHIC CASE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,2011-11-02,09:30:00,34200,2
BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Tuesday,NORTHERN,NONE,2700 Block of BAKER ST,-122.445437712737,37.7963103159365,2009-01-20,19:00:00,68400,1
SECONDARY CODES,DOMESTIC VIOLENCE,Monday,TENDERLOIN,NONE,400 Block of EDDY ST,-122.415088721046,37.7836719564372,2011-04-04,19:30:00,70200,3
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,SOUTHERN,"ARREST, CITED",500 Block of 9TH ST,-122.407702149718,37.7706967930865,2013-10-05,20:07:00,72420,3
VEHICLE THEFT,STOLEN TRUCK,Thursday,BAYVIEW,NONE,3RD ST / INGERSON AV,-122.396273518917,37.720983753507,2003-11-13,18:00:00,64800,0
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,TENDERLOIN,"ARREST, CITED",0 Block of STOCKTON ST,-122.406351834294,37.7860311576362,2009-02-19,16:40:00,60000,3
RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Tuesday,SOUTHERN,NONE,100 Block of 1ST ST,-122.396753744996,37.7891865709684,2008-01-22,07:32:00,27120,2
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Tuesday,BAYVIEW,NONE,5900 Block of 3RD ST,-122.39464073518,37.72429377751671,2011-09-20,04:28:00,16080,0
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,MISSION,NONE,FLORIDA ST / 20TH ST,-122.410761834623,37.7591351966576,2005-11-17,07:00:00,25200,2
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,INGLESIDE,NONE,200 Block of BLYTHDALE AV,-122.420529801066,37.7110023300609,2012-04-20,20:00:00,72000,0
ROBBERY,ROBBERY OF A SERVICE STATION WITH A KNIFE,Tuesday,MISSION,NONE,500 Block of SOUTH VAN NESS AV,-122.417339031772,37.7643660722829,2007-07-24,02:25:00,8700,2
LOITERING,LOITERING,Wednesday,MISSION,"ARREST, CITED",FOLSOM ST / 18TH ST,-122.415000536794,37.7620990020727,2005-03-23,18:55:00,68100,3
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745,2003-06-28,11:10:00,40200,2
WARRANTS,WARRANT ARREST,Wednesday,NORTHERN,"ARREST, BOOKED",BUSH ST / VANNESS AV,-122.421949487547,37.7884881521135,2009-02-18,12:00:00,43200,3
OTHER OFFENSES,PEDDLING WITHOUT A LICENSE,Saturday,SOUTHERN,NONE,2ND ST / KING ST,-122.389595283294,37.7798611973964,2004-04-17,12:15:00,44100,3
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,CENTRAL,NONE,TAYLOR ST / CALIFORNIA ST,-122.412463308942,37.7916282843839,2003-05-15,23:05:00,83100,3
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Friday,NORTHERN,NONE,1600 Block of VAN NESS AV,-122.422595167195,37.7908192270215,2003-10-17,18:15:00,65700,3
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,0 Block of PLEASANT ST,-122.413571582846,37.7929424174961,2008-04-03,00:01:00,60,2
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,CENTRAL,NONE,BROADWAY ST / MASON ST,-122.411919767446,37.7972709943716,2007-10-04,21:00:00,75600,3
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,MISSION,NONE,SAN JOSE AV / 23RD ST,-122.421519057973,37.7536614882472,2011-06-29,21:30:00,77400,0
PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Friday,NORTHERN,"ARREST, BOOKED",CLAY ST / VANNESS AV,-122.422695629365,37.7921733284528,2006-10-06,05:55:00,21300,2
ASSAULT,BATTERY,Tuesday,SOUTHERN,NONE,6TH ST / TOWNSEND ST,-122.399436466806,37.7735747121965,2005-05-17,15:00:00,54000,3
NON-CRIMINAL,FOUND PROPERTY,Monday,TARAVAL,NONE,400 Block of PLYMOUTH AV,-122.455997674227,37.7144992154636,2012-08-06,14:00:00,50400,1
FRAUD,"TRICK AND DEVICE, PETTY THEFT",Saturday,CENTRAL,"ARREST, BOOKED",1500 Block of THE EMBARCADERONORTH ST,-122.408136108062,37.8078603496682,2015-04-18,14:00:00,50400,3
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Friday,TENDERLOIN,NONE,200 Block of GOLDEN GATE AV,-122.415120589338,37.7817589366405,2006-12-29,13:05:00,47100,3
DRUG/NARCOTIC,TRANSPORTATION OF COCAINE,Thursday,SOUTHERN,"ARREST, BOOKED",MINNA ST / 6TH ST,-122.408162953857,37.7805345385278,2006-03-09,19:30:00,70200,3
VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,BAYVIEW,NONE,BARNEVELD AV / GAVEN ST,-122.407548479979,37.7337040501942,2005-11-16,21:00:00,75600,0
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Friday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.419671780296,37.7650501214668,2006-01-13,23:30:00,84600,3
OTHER OFFENSES,FALSE PERSONATION,Saturday,MISSION,NONE,300 Block of JERSEY ST,-122.432916242704,37.750505591016,2010-10-23,10:00:00,36000,1
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,CENTRAL,NONE,1100 Block of UNION ST,-122.418648752342,37.7993058366445,2012-04-05,17:30:00,63000,3
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,CENTRAL,NONE,600 Block of POST ST,-122.412032359787,37.78788548961551,2008-01-22,17:40:00,63600,3
VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Friday,BAYVIEW,JUVENILE DIVERTED,1200 Block of SILVER AV,-122.411836440259,37.7303790070012,2004-02-06,14:15:00,51300,0
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,MISSION,NONE,2900 Block of MISSION ST,-122.41814111943998,37.749829290906,2005-06-16,13:28:00,48480,0
OTHER OFFENSES,OBSTRUCTIONS ON STREETS/SIDEWALKS,Sunday,SOUTHERN,"ARREST, CITED",0 Block of OAK GROVE ST,-122.402234133558,37.777495798913606,2004-08-22,20:09:00,72540,3
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,CENTRAL,NONE,500 Block of POWELL ST,-122.408687710342,37.7900212841979,2007-11-03,08:00:00,28800,2
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,TOWNSEND ST / 2ND ST,-122.390531404145,37.780607079847705,2011-01-13,18:30:00,66600,3
WARRANTS,WARRANT ARREST,Wednesday,INGLESIDE,"ARREST, BOOKED",RUSSIA AV / MISSION ST,-122.437150548382,37.7215739965112,2009-08-05,00:02:00,120,2
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,BAYVIEW,NONE,1400 Block of LANE ST,-122.388707558027,37.7331886071758,2005-02-26,21:00:00,75600,0
NON-CRIMINAL,LOST PROPERTY,Wednesday,BAYVIEW,NONE,BAY SHORE BL / CARROLL AV,-122.403402998592,37.730658826685,2008-01-09,17:00:00,61200,0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,TENDERLOIN,NONE,HYDE ST / ELLIS ST,-122.416075285051,37.78444966127911,2015-01-22,23:00:00,82800,3
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Sunday,INGLESIDE,NONE,1500 Block of TREAT AV,-122.412368205924,37.745688666820605,2012-05-20,03:34:00,12840,2
OTHER OFFENSES,PROBATION VIOLATION,Wednesday,MISSION,NONE,3500 Block of 22ND ST,-122.426040661383,37.754940889007294,2015-03-04,02:58:00,10680,2
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,TENDERLOIN,"ARREST, BOOKED",100 Block of MCALLISTER ST,-122.41452262258,37.7808752665663,2004-08-22,20:20:00,73200,3
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,BAYVIEW,NONE,1500 Block of NEWCOMB AV,-122.388817917114,37.734752508079296,2010-11-01,15:00:00,54000,0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,MISSION,PSYCHOPATHIC CASE,1000 Block of DOUGLASS ST,-122.438274166152,37.7482361406763,2010-05-05,12:33:00,45180,1
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,TARAVAL,NONE,1200 Block of 10TH AV,-122.467378818122,37.7649185068359,2005-05-08,00:01:00,60,1
LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Wednesday,CENTRAL,NONE,200 Block of GRANT AV,-122.405363808928,37.78909143163,2006-03-08,11:15:00,40500,3
NON-CRIMINAL,IMPOUNDED VEHICLE,Tuesday,MISSION,"ARREST, BOOKED",2200 Block of BRYANT ST,-122.409769737777,37.7588168712302,2006-04-04,17:20:00,62400,0
SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,MISSION,"ARREST, BOOKED",3200 Block of 18TH ST,-122.416633709983,37.7620555365592,2004-05-12,11:50:00,42600,0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,MISSION,NONE,500 Block of NOE ST,-122.432823612921,37.760618201641,2012-10-29,22:00:00,79200,1
OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Wednesday,MISSION,NONE,400 Block of CASTRO ST,-122.435150099812,37.7617597243598,2014-06-25,15:00:00,54000,1
TRESPASS,TRESPASSING,Tuesday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.411339562557,37.7812707434494,2013-10-01,04:23:00,15780,2
BURGLARY,"BURGLARY, FORCIBLE ENTRY",Friday,NORTHERN,NONE,2100 Block of VANNESS AV,-122.423492487188,37.7952630264552,2008-11-28,15:00:00,54000,3
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE,5100 Block of DIAMONDHEIGHTS BL,-122.440381634481,37.746820831681205,2011-08-27,18:00:00,64800,1
ASSAULT,THREATS AGAINST LIFE,Wednesday,BAYVIEW,NONE,0 Block of TOPEKA AV,-122.400285048526,37.7345165135868,2006-11-29,05:00:00,18000,0
PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Wednesday,MISSION,"ARREST, CITED",17TH ST / SHOTWELL ST,-122.416230392551,37.7636337703031,2003-09-17,22:00:00,79200,3
OTHER OFFENSES,PROBATION VIOLATION,Friday,TENDERLOIN,"ARREST, BOOKED",TURK ST / TAYLOR ST,-122.41076876635,37.7832145189783,2003-01-10,18:40:00,67200,3
LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Thursday,PARK,NONE,2100 Block of FULTON ST,-122.450555872513,37.7753351819421,2015-03-05,14:45:00,53100,1
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,MCALLISTER ST / FRANKLIN ST,-122.421893134467,37.779891233614,2015-01-10,22:00:00,79200,3
SEX OFFENSES FORCIBLE,SODOMY (ADULT VICTIM),Thursday,MISSION,"ARREST, BOOKED",1300 Block of VERMONT ST,-122.403276343244,37.752532082344,2015-04-30,14:50:00,53400,0
ASSAULT,BATTERY,Friday,NORTHERN,NONE,POLK ST / GROVE ST,-122.418229899721,37.7784895366813,2011-12-30,19:35:00,70500,3
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Wednesday,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / TURK ST,-122.414056291891,37.7827931071006,2011-10-19,16:24:00,59040,3
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,TENDERLOIN,"ARREST, CITED",100 Block of JONES ST,-122.412249767634,37.782556330202,2004-05-12,23:24:00,84240,3
ASSAULT,BATTERY,Monday,TARAVAL,NONE,100 Block of HOLLOWAY AV,-122.454626813785,37.7219048931886,2015-03-16,16:24:00,59040,1
LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,PARK,NONE,300 Block of MASONIC AV,-122.447009604749,37.778127835325705,2010-09-21,19:50:00,71400,1
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,NORTHERN,"ARREST, BOOKED",900 Block of GEARY ST,-122.418918390218,37.7859407304209,2011-09-21,16:45:00,60300,3
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Wednesday,SOUTHERN,"ARREST, BOOKED",700 Block of MARKET ST,-122.40409466245,37.787256092799296,2004-05-12,15:40:00,56400,3
WARRANTS,WARRANT ARREST,Sunday,MISSION,NONE,16TH ST / SHOTWELL ST,-122.416389710291,37.7652491154428,2005-09-11,08:13:00,29580,2
WARRANTS,WARRANT ARREST,Thursday,PARK,"ARREST, CITED",600 Block of STANYAN ST,-122.453563238036,37.7696403896003,2004-12-23,22:20:00,80400,1
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,1400 Block of UNION ST,-122.423186280678,37.7987092470665,2008-01-27,18:00:00,64800,3
MISSING PERSON,MISSING JUVENILE,Thursday,MISSION,LOCATED,1100 Block of VALENCIA ST,-122.420817675346,37.75448782255511,2010-03-11,06:00:00,21600,2
FORGERY/COUNTERFEITING,"FORGERY, DRIVERS LICENSE OR ID-CARD",Tuesday,NORTHERN,NONE,1100 Block of GOUGH ST,-122.424424458536,37.7843851498331,2008-04-15,00:01:00,60,2
FORGERY/COUNTERFEITING,"FORGERY, NOTES",Tuesday,CENTRAL,NONE,0 Block of EMERY LN,-122.409618331107,37.7987139952195,2010-06-15,00:01:00,60,2
ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,BAYVIEW,"ARREST, BOOKED",600 Block of GILMAN AV,-122.383440897994,37.7156328950599,2004-08-08,17:45:00,63900,0
PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Thursday,MISSION,"ARREST, BOOKED",FOLSOM ST / 18TH ST,-122.415000536794,37.7620990020727,2004-12-23,20:37:00,74220,3
WARRANTS,WARRANT ARREST,Friday,INGLESIDE,"ARREST, BOOKED",SUNNYDALE AV / SCHWERIN ST,-122.41135042192,37.7106038853718,2008-04-18,14:00:00,50400,0
OTHER OFFENSES,RESISTING ARREST,Tuesday,MISSION,JUVENILE BOOKED,2200 Block of BRYANT ST,-122.409672653063,37.7580152328846,2005-09-06,11:39:00,41940,0
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Monday,TENDERLOIN,"ARREST, BOOKED",0 Block of EDDY ST,-122.408890252742,37.78434676132729,2013-11-25,08:49:00,31740,2
ASSAULT,THREATS AGAINST LIFE,Wednesday,SOUTHERN,"ARREST, BOOKED",0 Block of VERONA PL,-122.448307079193,37.73565063989479,2013-04-17,14:00:00,50400,1
LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Saturday,TARAVAL,"ARREST, BOOKED",HOLLOWAY AV / LEE AV,-122.454106542409,37.721851576758,2013-02-23,22:43:00,81780,1
WARRANTS,WARRANT ARREST,Tuesday,TENDERLOIN,"ARREST, BOOKED",100 Block of GOLDEN GATE AV,-122.413069926397,37.7820204255866,2010-06-29,15:41:00,56460,3
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,BAYVIEW,PSYCHOPATHIC CASE,200 Block of ELMIRA ST,-122.403612256741,37.7340216173286,2010-08-29,06:00:00,21600,0
NON-CRIMINAL,LOST PROPERTY,Thursday,PARK,NONE,700 Block of DIVISADERO ST,-122.437964085538,37.7764155489504,2011-02-10,00:01:00,60,2
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,BAYVIEW,NONE,HAWES ST / GILMAN AV,-122.390019844731,37.71929875526279,2006-03-07,22:00:00,79200,0
GAMBLING,GAMBLING,Saturday,CENTRAL,"ARREST, BOOKED",500 Block of BROADWAY ST,-122.405862214655,37.7979117105028,2004-02-07,22:23:00,80580,3
NON-CRIMINAL,TURNED IN GUN,Wednesday,TARAVAL,NONE,0 Block of ALVISO ST,-122.468930729447,37.723215798772,2011-07-13,17:00:00,61200,1
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,MISSION,NONE,2000 Block of MISSION ST,-122.41965834371,37.7642205603745,2009-09-17,14:00:00,50400,3
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Friday,TENDERLOIN,"ARREST, BOOKED",0 Block of TAYLOR ST,-122.410689907787,37.7824948907735,2004-08-20,08:59:00,32340,2
NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,0 Block of MISSION ST,-122.393571669243,37.792844912810295,2006-07-15,00:01:00,60,2
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,SOUTHERN,NONE,0 Block of 12TH ST,-122.420001436964,37.7740948566882,2012-01-28,14:47:00,53220,3
FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,CENTRAL,PROSECUTED BY OUTSIDE AGENCY,500 Block of BATTERY ST,-122.400517100596,37.7963438994583,2010-10-07,15:00:00,54000,3
NON-CRIMINAL,LOST PROPERTY,Saturday,INGLESIDE,NONE,BOSWORTH ST / DIAMOND ST,-122.434145789073,37.7335506131208,2007-03-10,12:10:00,43800,1
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,NORTHPOINT ST / KEARNY ST,-122.407278660793,37.80741901490021,2007-05-03,12:30:00,45000,3
NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Saturday,MISSION,"ARREST, CITED",400 Block of CASTRO ST,-122.435150099812,37.7617597243598,2013-05-18,13:03:00,46980,1
ASSAULT,THREATS AGAINST LIFE,Tuesday,NORTHERN,UNFOUNDED,400 Block of VANNESS AV,-122.420217273345,37.7791510160099,2007-04-03,09:10:00,33000,2
STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Monday,INGLESIDE,"ARREST, BOOKED",500 Block of JOOST AV,-122.448083114975,37.7323848075276,2003-05-26,02:19:00,8340,1
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,CENTRAL,NONE,3100 Block of VAN NESS AV,-122.425035102562,37.8046431972078,2004-01-24,11:05:00,39900,2
NON-CRIMINAL,FOUND PROPERTY,Saturday,BAYVIEW,NONE,200 Block of WILLIAMS AV,-122.397744427103,37.7299346936044,2008-01-26,20:55:00,75300,0
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,NORTHERN,NONE,2300 Block of LARKIN ST,-122.420855875142,37.7994367295576,2004-08-19,21:30:00,77400,3
OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,2009-10-30,06:15:00,22500,2
ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Monday,CENTRAL,NONE,400 Block of GEARY ST,-122.41072162587,37.78709664956629,2003-10-27,08:40:00,31200,2
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,SOUTHERN,"ARREST, BOOKED",1100 Block of HOWARD ST,-122.409605982336,37.77772634147121,2007-02-05,11:15:00,40500,3
OTHER OFFENSES,RESISTING ARREST,Saturday,PARK,"ARREST, BOOKED",0 Block of KEZAR DR,-122.45512727517,37.7695200227183,2009-12-26,15:16:00,54960,1
OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,SOUTHERN,"ARREST, CITED",9TH ST / MISSION ST,-122.414714295586,37.7762310404529,2003-10-15,09:44:00,35040,2
OTHER OFFENSES,OBSCENE PHONE CALLS(S),Tuesday,BAYVIEW,NONE,0 Block of ROSIELEE LN,-122.38002876386,37.732037427785,2005-12-27,09:30:00,34200,0
ROBBERY,"ROBBERY, BODILY FORCE",Thursday,CENTRAL,NONE,MASON ST / BROADWAY ST,-122.411919767446,37.7972709943716,2015-04-30,22:20:00,80400,3
